Products,Health & Beauty,Electronics,Books,Groceries,Home & Kitchen
AUTO FOCUS Faux Leather Back Case Flip Cover for Vivo Y56 with ID Card Slot | Foldable Stand | 2 ID Card Slot | 1 Cash Slo...,0.01,0.9,0.02,0.02,0.05
Miss Chase Women's Dark Green Lace Top,0.1,0.05,0.03,0.02,0.8
LOUIS STITCH Men's Prussian Blue Suede Leather Loafer Slip Ons Penny Casual Loafers for Men (Goel),0.1,0.05,0.05,0.2,0.6
"ELLIZA DONATEIN by Shoppers Stop Twisted Clasp Closure Croc Classy PU Womens Formal Wear Slingbag (DARK GREEN, SMALL)",0.2,0.1,0.05,0.6,0.05
fasczo-Mens Faux Leather Height Increasing Formal Lace-Up Boots Black,0.1,0.05,0.05,0.05,0.75
Women Casual Full Sleeve Solid Shirts | Official Formal Shirts for Women | Slim fit Shirts for Women,0.05,0.02,0.01,0.02,0.9
ZOUK Handmade Vegan Leather Multicolor Mandala Print Women's Sling Bags With Adjustable Shoulder Strap,0.05,0.01,0.02,0.02,0.9
"SUBTON® Photography Mobile Holder Pistol Tripod Camera Mobile Stand for Vlogging, Video Shooting, YouTube etc Compatible w...",0.004,0.95,0.001,0.005,0.04
"RKPM HOMES Cable Protector I Concealer Cord Cover I Self-Adhesive Wall Mount Paintable Cable Management for Home, Office, ...",0.02,0.15,0.01,0.02,0.8
Ravaiyaa - Attitude is everything Cotton Women's Dresses One Piece Button Dress,0.1,0.05,0.1,0.05,0.7
"Siddhi Womens pure cotton saree Petticoat/Inskirt inskirt innerwear Combo 3 Pack Red,Maroon, Blue",0.05,0.025,0.025,0.1,0.8
Instafab Plus Men's Classic Fit Shirt (AZZ20SHRT_PNCHK7_M_PLN_BLMA_4XL_Red & White_50),0.1,0.1,0.05,0.05,0.7
Stylista Washing Machine Cover Compatible for Samsung 7.0 Kg Fully-Automatic Top Loading WA70N4420BS/TL Floral Grey,0,0.2,0,0,0.8
Status Apparels Men Full Sleeves Tshirt,0.2,0.2,0.3,0.1,0.2
"AMAZOR Front Load Washing Machine Cover For IFB front Load Washing Machine Cover (8kg ,8.5 Kg , 9 Kg)",0.02,0.15,0.01,0.02,0.8
"Spigen TPU and PC Ultra Hybrid Back Cover, Compatible for Samsung Galaxy S21 FE 5G - Crystal Clear",0.01,0.95,0,0.01,0.03
"Elizabeth Arden Beautiful Color Liquid Gloss Berry Vibes, Pink, 2.4ml",0.9,0.02,0.01,0.03,0.04
PC Jeweller yellow-gold and Diamond Stud Earrings for Women,0.05,0.55,0.1,0.1,0.2
Coreprix 3MP 4G SIM WiFi Bullet Starlight,0.015,0.9,0.025,0.03,0.05
U.S. POLO ASSN. Men White Oxford Outline Check Casual Shirt,0.05,0.03,0.02,0.2,0.7
Amazon Brand - Inkast Denim Co. Men T-Shirt,0.3,0.1,0.3,0.1,0.2
Foksy Round Studded Dial & Silver Metal Bracelet Analog Wrist Watch - for Women and Girls,0.15,0.05,0.03,0.02,0.75
"ketosy Premium and fresh Brazil Nuts, 200g",0.05,0.01,0.01,0.9,0.03
PC Jeweller The F Alphabet 18KT Yellow Gold & Diamond Rings,0.15,0.25,0.05,0.1,0.45
MMTC-PAMP Disney Frozen Colored 31.1 gm Silver (999.9) Coin,0.1,0.2,0.1,0.3,0.3
KEEKOS Elegant and stylish Sling bag Designer Handbag Female Hobo Bag Tote Genuine Leather Large Crossbody Bags Ladies Lux...,0.1,0.05,0.02,0.03,0.8
CLIFF FJORD 2200C Men's Synthetic Leather Slip On Chelsea Boots | Formal Dress Shoes,0.1,0.05,0.025,0.025,0.8
U.S. Polo ASSN. VOLOS Men's Embellished Wallets,0.1,0.05,0.03,0.02,0.8
Blue Deva Babydoll Bikini Set| Non-Padded Bra & Panty|Nightwear/Lingerie/Negligee |Hot & Sexy for Couples Honeymoon/First ...,0.95,0.02,0.01,0.01,0.01
ZOUK Women's Handcrafted Multicolored Mandala Printed Shoulder Tote Bag and Handbag for Office and College,0.1,0.05,0.03,0.02,0.8
WildHorn® Leather 8.5 inch Sling Messenger Bag for Men I Multipurpose Crossbody Bag I Travel Bag with Adjustable Strap I I...,0.02,0.05,0.03,0.1,0.8
"Raur Men's Wollen Monkey Cap 2pcs Combo (Light Grey & Brown,Free Size)",0.1,0.03,0.02,0.05,0.8
Jack & Jones Men Button Down Shirt,0.03,0.05,0.02,0.1,0.8
Maisha Women's Pink Patakha Ruffle Beach Tote,0.15,0.03,0.02,0.1,0.7
Heart Home Multiuses PVC Laminated Jewellery Locker Organizer With 4 Pouches (Blue),0.1,0.05,0.02,0.03,0.8
"Puma Unisex-Adult Caven, Pebble Gray-Black-Gum, Sneaker - 4UK (38081021)",0.05,0.25,0.1,0.2,0.4
GROOT Casual Analog Black and Silver Color Dial Men Watch - BL46.67-B76 (Pack of 2),0.05,0.7,0.05,0.1,0.1
Shocknshop LED Luminous Child Kids Children Cute Cartoon Multi Color Lights Watch for Girls -W327,0.03,0.8,0.02,0.05,0.1
Clear & Sure Frosted Microscope Glass Slide 25.4x76.2mm Pack of 50 and Microscope Cover Slips 18mm x 18mm,0.8,0.1,0.05,0.02,0.03
Ovicart 3 Way Rotary Switch Regulator for /Coolers/Table Fans pack of 2,0.015,0.9,0.005,0.03,0.05
Lino Perros Women's Faux Leather Handbag,0.1,0.05,0.1,0.05,0.7
HiREL'S Men's Loafers,0.05,0.7,0.1,0.05,0.1
"Nivia Crystal Gym Gloves G 20-20 Plastic Sipper 600ml, (Black)",0.3,0.2,0.1,0.4,0
KATARINA 10KT Rose Gold and diamond Ring for Women,0.1,0.05,0.025,0.025,0.8
Havells Turboforce 450mm Exhaust Fan (Grey),0.005,0.03,0.005,0.01,0.95
T TOPLINE Magic Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Led Night Light Colorful Change for...,0.05,0.03,0.01,0.01,0.9
"SYNOTEC 403 Home Audio System with 5.1 Bluetooth Version CONNECTIVITY, AUX, USB, FM, 60 WATTS Output, (Black), (4.1).",0.005,0.95,0.005,0.01,0.03
HYCO Marble Tile Stone Cutter Machine Capacity 110MM 1200 W 13000 RPM (CM4SB),0.01,0.08,0.005,0.005,0.9
StreetLookTrendy Sneakers Shoes for Men's & Boys Red,0.1,0.05,0.15,0.7,0
Pepe Jeans Men Regular Fit Cotton Jeans,0.2,0.1,0.4,0.2,0.1
Sasitrends Oxidized German Silver Black Threaded Pendant Necklace for Women and Girls,0.2,0.05,0.02,0.03,0.7
Ahilya Jewels 92.5 Sterling Silver Temple Adjustable Chakravat Ring For Women And Girl,0.1,0.05,0.03,0.02,0.8
"KriShyam® Travel Jewelry Case,Mini Jewellery Box,Portable Jewelry Box Display Storage Case,Bangle Box,Jewellery Organiser...",0.7,0.1,0.05,0.05,0.1
Donuts Cotton Skirt Yellow,0.2,0.05,0.05,0.1,0.6
Smarty Pants Women Pajama Set,0.1,0.03,0.05,0.02,0.8
Fendo 21 inches 2 fold Auto Open| Umbrella for Travel Premium Umbrella for Women (Sky Blue),0.1,0.05,0.025,0.025,0.8
Shopsum Earphones for Samsung Galaxy F23 Earphone Original Like Wired Stereo Deep Bass Head Hands-Free with Built in-line ...,0.01,0.95,0,0.01,0.03
(Renewed) Sennheiser CX 120BT Wireless Bluetooth In Ear Headphone with Mic (Black),0.02,0.95,0.01,0.01,0.01
"Silicone Camera Case, Stretchable Dirt Resistant Camera Silicone Protective Housing Easy Access for A7C Camera(Camouflage)",0.01,0.95,0.005,0.005,0.03
MUTAQINOTI Men's Tan Luxury Italian Leather Shoes for Men Formal Officewear 8 UK (LXPLDTTN),0.1,0.05,0.02,0.03,0.8
ANCHOR 38284 100W Mini Fan Regulator (White),0,0.8,0,0,0.2
Oddskvk Macroman Men's Solid Trunks (Pack of 5)(Colors & Print May Vary) SEW-O49,0.2,0.1,0.05,0.6,0.05
"SHAPERX Womens Underwear,Cotton High Waist Underwear for Women Full Coverage Soft Comfortable Briefs Panty Multipack Plus ...",0.8,0.02,0.03,0.05,0.1
PC Jeweller The Kvetina 18KT Yellow Gold and Diamond Ring for Women,0.05,0.03,0.03,0.04,0.85
ROCKFIELD Men's Synthetic Leather Loafer Shoes for Men's & Boys 1450,0.04,0.05,0.01,0.1,0.8
Pepperika Cotton Non Wired Non Padded Crop Top Active Gym Wear Sports Bra for Women Combo Pack,0.85,0.03,0.02,0.05,0.05
Jeans,0.15,0.1,0.3,0.2,0.25
THE SKYLER'S VOLERO Strech Solid Men's Trunk for Men and Boys|Men's Underwear Combo (Pack of 4),0.15,0.3,0.05,0.35,0.15
RAMRAJ COTTON Mens Romex RN Value Pack (Pack of 4),0.02,0.01,0.02,0.05,0.9
Anuj Sales 14.25 Ratti 13.00 Carat Certified Original Blue Sapphire Gold Plated Ring Panchdhatu Adjustable Neelam Ring for...,0.05,0.9,0.01,0.01,0.03
"Godrej EDGE ULTIMA 8 Kg 5 star Semi-Automatic Top Loading Washing Machine (WSEDGE ULTS 80 5.0 DB2M CSGR, Crystal Grey, Sta...",0.002,0.95,0.001,0.005,0.04
OSWAL JBI Brown Thermal (Pack of 1),0.05,0.7,0.05,0.1,0.1
"LIRAMARK Phone Kickstand/Phone Stand/Mobile Holder, Vertical and Horizontal Stand, Adjustable Angle, Compatible with iPhon...",0.01,0.95,0.005,0.005,0.03
"AE Securities 1080P WiFi Home IP Camera, Indoor Pan/Tilt 2.4Ghz Wireless Security Camera,Nanny cam with Auto Tracking, Clo...",0.01,0.95,0.005,0.005,0.03
NINTEEN-69 Women's Cotton Non-Padded Wire Free Regular Bra,0.8,0.1,0.05,0.02,0.03
Lorikeet Handmade Men's Gold Black Real Patent Leather Slip-on Loafers Shoes with Rubber Sole,0.05,0.03,0.02,0.05,0.85
GHIME Handbag Organizer for Ladies Hanging Purse Organizers Foldable Storage Holder Bag Wardrobe Closet for Purse Clutch w...,0.1,0.03,0.02,0.05,0.8
Activa Easy Mix Nutri 4 Jar Mixer Grinder With Powerful 500 Watt Motor | Long Lasting Shock Proof Abs Body | Heavy Duty Mo...,0.03,0.1,0.02,0.05,0.8
Peter England Men's Regular Fit Shirt,0.02,0.03,0.05,0.1,0.8
BS Power EZ063 3 Watt Wireless Bluetooth Multi-Room Speaker (White),0.005,0.9,0.01,0.01,0.08
"AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Boat Wave Pro47 Watch Strap Black, Rose Gold, Silver",0.2,0.4,0.1,0.1,0.2
Lino Perros Women's Faux Leather Handbag,0.05,0.1,0.03,0.02,0.8
"Lotus Herbals Make up Ecosaty Kajal, Black (1.2g) - Pack of 2 Matte Finish",0.95,0.01,0.02,0.01,0.01
Shopnet Wireless Bluetooth Speaker TG113 For Xiaomi Mi Mix 3 Ultra Boost Bass with DJ Sound Portable Home Speaker with Aud...,0.03,0.8,0.05,0.02,0.1
"fasczo-Height Increasing Patent Leather Lace-up Casual, Loafer and Moccasine Shoes Black",0.9,0.05,0.02,0.01,0.02
Oslo Group V6 10W 4.2 Bluetooth Oneder Wooden Wireless Speaker,0,0.95,0,0,0.05
Neelam Stone Certified Natural Blue Sapphire Gemstone 11.25 Ratti,0.8,0.05,0.05,0.05,0.05
Zenith Pressure Foot and Parts for Industrial Umbrella Double Big Machines Compatible with Jack Juki Gemsy (P36N P36 LN Se...,0.15,0.45,0.05,0.1,0.25
PSG Paris Football Third Neymar Jersey 2023-24 with Shorts,0.05,0.1,0.05,0.8,0.05
Skechers Men T-Shirt,0.15,0.3,0.1,0.25,0.2
"Pelupa 12MP WiFi Mini Camera Full HD Video and Audio Recorder IR Night Visio, Motion Detection, Body Action Camera with Cl...",0.01,0.95,0.01,0.01,0.02
Buynewtrend Georgette Floral Print Women Short Shrug,0.1,0.05,0.05,0.1,0.7
OOMPH! Jacquard Readymade Blouse for Women - diamondfoil,0.1,0.4,0.2,0.1,0.2
Spykar Men's Kano Fit Jeans,0.45,0.25,0.1,0.05,0.15
"KODAK PIXPRO WPZ2 Rugged Waterproof Digital Camera 16MP 4X Optical Zoom 2.7"" LCD Full HD Video, Blue",0.01,0.95,0.005,0.005,0.03
"JUGAADOOBOY.COM Active Women's Regular Wear Short Workout Slim Fit Shorts for Running, Cycling and Yoga Shorts Comfy Sweat...",0.8,0.05,0.02,0.03,0.1
NKV FASHION Baby Girl's Taffeta Silk & Taffeta Jecquard Butti Mirror Lehenga Choli,0.05,0.1,0.15,0.7,0.02
GreenApple 5W Low Harmonic Distortion Portable Super Ultra Bass Boost Wireless Mini Bluetooth Speaker with Built in Mic fo...,0.02,0.9,0.01,0.02,0.05
LA MARCA Flavio,0.6,0.1,0.2,0.05,0.05
Shrey Intense Compression L/S Top Compression Top Full Sleeve Tights T-Shirt for Sports,0.8,0.01,0.01,0.03,0.15
Zeya Yellow Gold Ring,0.7,0.1,0.05,0.1,0.05
ANNI DESIGNER Women's Art Silk Saree,0.15,0.1,0.05,0.6,0.1
VPSC® Pure Leather Ankle Police Boot with Zip Boots for Men (Honour-Zip),0.05,0.7,0.05,0.1,0.1
"Bajaj Dominus 18 350 mm Pedestal Fan, BLDC Motor with Remote 18 Blades Fan, Grey+ Black,Regular,",0.015,0.07,0.005,0.01,0.9
"KAMCON? Waterproof PVC Square Junction Box for CCTV Cameras IP65/IP67 Size 100 X 100 X 70 (6, 100 X 100 X 70)",0.03,0.8,0.02,0.05,0.1
BIBA Womens Boat Neck Printed Kurta,0.02,0.025,0.025,0.05,0.9
SeCro Premier Series RCA Male to XLR Female 16AWG Cable (2 Meters),0,0.9,0,0,0.1
"Voltas 1.5 Ton Inverter 3 Star Split AC (183V DZZ, R-32, White)",0.008,0.95,0.01,0.02,0.02
Browncaps Shoes Stylish Formal for Mens Black,0.025,0.8,0.1,0.025,0.05
Charged Endure-003 Chameleon Spandex Knit Round Neck Sports T-Shirt Light-Grey Size Xl And Charged Play-005 Interlock Knit...,0.15,0.2,0.1,0.3,0.25
Rjawat Collection 12 Styled Slim Tapered Fit Jeans,0.025,0.025,0.6,0.05,0.3
"Elegance Women's Tube Bra Non Padded Strapless Non-Wired Bandeau Bra Free Size Cotton Nylon Spandex, Combo Color: Black & ...",0.9,0,0,0,0.1
Facejewel Face Sculpting Contour Palette / Face contour powder with bronzer highlighter combo palette,0.95,0.01,0.01,0.01,0.02
"Clay Craft CC MM1 Swiss REZ1 Microwave Safe Coffee Mug with Good Morning Quote, 300ml",0.05,0.025,0.025,0.02,0.9
"WeTek HDMI Extension, Female to Female Extender Connector Adapter Support 4K 1080P",0.01,0.95,0.005,0.005,0.03
Rozy Style Creation Women's Oxidised Metal Silver Plated Flowers Design Bangle Kada for Girls and Women(Style Code 4),0.15,0.05,0.1,0.2,0.5
Avantika Fashion Women's Adorable Kanjivaram Soft Lichi Silk Saree With Blouse Piece,0.05,0.02,0.01,0.02,0.9
"PC Jeweller The Cafarra 18KT Yellow Gold, Diamond & Gemstone Earring",0.1,0.05,0.03,0.02,0.8
Colorsoft™ Portable Background Support Kit for Backdrop Photography and Videography 9x9 Feet | Foldable Stand Kit with Car...,0.03,0.1,0.01,0.01,0.85
Sunny Improved Arnica Hair Conditioner With Added Benefits of Moisturization & deep Conditioning | Strengthens Hair & Prot...,0.95,0.01,0.01,0.01,0.02
"DHWANI ENTERPRISE Air Purifier Humidifier Aroma Diffuser for Homes,Offices WITH CHECK DUSTER CLOTH FREE",0.2,0.7,0.05,0.02,0.03
Shrey Cricket.Premium Shirt L/S,0.1,0.6,0.1,0.1,0.1
ZIYAA Women Kurta,0.3,0.03,0.02,0.05,0.6
M Men Style Christian Jewelry Christian Crucifix Jesus Cross Nail Blessing Pray With Long Chain Gold Stainless Steel Penda...,0.1,0.05,0.05,0.15,0.65
LETRA Portable BT Speaker with Ultra High Bass Power Boost Sound Rechargeable Multimedia Speaker 10 W Bluetooth Speaker,0.005,0.95,0.005,0.01,0.03
Boltove® Maroon Wrinkle Free Decoration Backdrop Curtain Drapes Maroon Backdrop Panels Background for Photography Wedding ...,0.1,0.05,0.03,0.02,0.8
Adyashree Emporium Traditional Pendant Temple Jewellery Set Ruby And Pearl With Mohan Mala Haram Design Gold Plated Artifi...,0.05,0.2,0.1,0.15,0.5
"Chip Chops Chicken Tenders Slice, Dog Treat, 70g, Optimum Health Formula & Dog Biscuit Twined with Chicken, 70gm, Optimum ...",0.2,0,0,0.8,0
AIGLET Analogue Dual Time S Shock Digital Watch for Boys & Girls | Digital Men's Watch | Golden Dial Sports Watch for Boy...,0.03,0.9,0.01,0.01,0.05
PC Jeweller The Trunnion 18KT Yellow Gold and Solitaire Ring for Women,0.05,0.025,0.015,0.01,0.9
Whirlpool 2.4 Kg DC Stabilizer for Refrigerators,0.02,0.85,0,0.03,0.1
GILDAN Fabric Cosmetic Cases (Red_NEW0103) (Multi-Color),0.85,0.05,0.02,0.03,0.05
Reebok Lavante Trail 2 Work SD Comp Toe,0.15,0.25,0.1,0.3,0.2
"FOONTY Daily Use Women Jute Lunch Bags(Combo of 2,Multi color,fab-3)",0.05,0.02,0.03,0.7,0.2
"Mattlook Banana Luxury Loose Translucent Powder For All Type Of Face Makeup, Professional, Waterproof, Oily Skin Control, ...",0.9,0,0,0,0.1
Lakshika YS Earphones Headphones for Samsung Galaxy J8 Earphone Original Like Wired Stereo Deep Bass Head Hands-free Heads...,0.03,0.9,0.01,0.01,0.05
Johnson ACE Minimizer Non Padded Multicolor Bra (Pack of 3),0.95,0.01,0.01,0.01,0.02
Velmark Men's Loafer Shoe Nagra::Juti::Wedding:: Stylish Enthic Nagra for Mens,0.05,0.7,0.05,0.1,0.1
"Indic Inspirations Black+Silver Rx Cuff Links for Doctors, Formal Cufflinks for Men, Brass Cufflinks, Gift for Doctors, Ph...",0.85,0.02,0.01,0.02,0.1
"mamy poko wipes Cleansing Baby Wipes with Aloe Vera, Jojoba Oil and Vitamin E extra clean 72 wipes pack of 2",0.95,0.005,0.005,0.03,0.01
"Radha's Creations Alloy No.800 One Gram Gold Alloy Mangalsutra 28"" Long Chain for Women",0.2,0.03,0.02,0.05,0.7
"High-Buy Women’s Wide Leg Jeans, Loose Fit Jeans, Slouchy Jeans, Relaxed Denim Jeans, Balloon Fit, Levender Color Jeans fo...",0.2,0.1,0.1,0.3,0.3
DIMAZO Polishing Microfiber Cloth Kit for Screen Cleanihg Clothes for Display and Jewelry Cleaning - Tv Mobile-Phone Table...,0.03,0.8,0.01,0.01,0.15
kimloo TG-113 Bluetooth Speaker Portable Wireless Speaker with Mic Super Bass Splash Proof Wireless Multi-Color Bluetooth ...,0.03,0.8,0.01,0.01,0.15
Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,0.005,0.95,0.005,0.01,0.03
GLOBAL RICH Men's 3 Inch Hidden Height Elevator Office Wear Oxford Derby Faux Leather Formal Slip on Shoes Uniform Dress (...,0.05,0.05,0.05,0.05,0.8
EITHEO Baby Animal Cute Silicon Sling Bag Small Cross Body Zipper Hand Bag Mobile Makeup Stationery Money Travel Purse Tre...,0.8,0.05,0.025,0.025,0.1
Schrodinger15 10003 5 LED Bicycle Cycle Front Head Light Headlight + Rear Laser Tail Light Combo,0.03,0.8,0.02,0.05,0.1
Sunflower Necklace for Women Girls You are My Sunshine Necklace Sunflower Locket Jewelry Pendant Chain Gifts,0.15,0.1,0.05,0.1,0.6
"TechKing Mini Projector,Portable Movie Projector,Smart Home Projector,Neat Projector Windows,PS5,Laptop,TV-Stick,Compatibl...",0.02,0.8,0.03,0.05,0.1
Shopnet Wireless Bluetooth Speaker TG113 For Vivo iQOO Neo5 Ultra Boost Bass with DJ Sound Portable Home Speaker with Audi...,0.005,0.9,0.01,0.015,0.075
Liberty JPL-64 Tan Formal Shoes - 6.5 UK (40 EU) (51316162),0.05,0.7,0.1,0.05,0.1
Qube By Fort Collins Women's Sweatshirt,0.1,0.3,0.1,0.1,0.4
MALLIKA CREATION Dummy Black Security CCTV Camera with Flashing Red LED Light for Office and Home,0.002,0.95,0.001,0.008,0.04
Clovia Women's Cotton T-Shirt Bra,0.8,0.05,0.05,0.05,0.05
Joyalukkas 22k (916) 8 gm BIS Hallmarked Yellow Gold Precious Coin with Lord Ayappan Design,0.05,0.1,0.15,0.2,0.5
"CableCreation 8K HDMI Cable 6.6 Feet, High Definition HDMI Cord 48Gbps, 8K 60Hz, HDCP 2.2, 4:4:4 HDR, eARC Compatible with...",0.005,0.95,0.005,0.01,0.03
Skechers Mens Flex Advantage 4.0 - Coated F Casual Shoe,0.05,0.45,0.1,0.3,0.1
Newd Printed Ultrasoft Underwear for Men Brief,0.15,0.3,0.1,0.05,0.4
Aldo Women's Western (Brown),0.05,0.15,0.1,0.2,0.5
KATARINA 10KT Yellow Gold and diamond Ring for women,0.05,0.1,0.03,0.02,0.8
PC Jeweller The Opulent 18KT Yellow Gold and Solitaire Ring for Women,0.15,0.05,0.025,0.025,0.75
Lee Cooper Men's Black Leather Moccasin (LC9230B),0.1,0.05,0.1,0.05,0.7
"Adcom Shuffle Over-Ear Wireless Bluetooth Headphones with Built-in Mic, Deep Bass & Passive Noise Cancellation (Black)",0.01,0.95,0.005,0.005,0.03
Metro Mens 14-1155 Loafers,0.08,0.3,0.1,0.02,0.5
AMARALD Women's Net Semi-Stitched Sharara Suit Embroidered and Stone Work with Dupatta,0.15,0.1,0.05,0.2,0.5
CLOUDWOOD Analog Girl's and Women's Watch (Multi Color Dial Multi-Colored Strap),0.1,0.03,0.01,0.01,0.85
"pTron Volta FC12 20W QC3.0 Smart USB Charger with Type-C 1M USB Cable, Made in India, Auto-detect Technology, Multi-Layer ...",0.003,0.95,0.002,0.007,0.04
"Godrej 180 L 4 Star Direct-Cool Single Door Refrigerator (RD EDGENEO 207D THF AQ WN, Aqua Wine,Turbo Cooling Technology, 2...",0.015,0.8,0.005,0.03,0.15
Shaya by CaratLane A Windy Walk Bracelet in 925 sterling silver,0.1,0.15,0.05,0.02,0.68
SINGNI Women's Rayon Embellished Printed Kurta with Sharara/Ethnic Wear Kurta with Sharara for Women and Girls,0.05,0.02,0.01,0.02,0.9
Puma Unisex-Adult NRGY Comet Lavender Fog White-Metallic Silver Walking Shoe - 5 UK (19055656),0.15,0.3,0.05,0.4,0.1
"Pixel Headphone Earphone Compatible with Google Pixel 7 Pro, Pixel 7, Pixel 6A, Pixel 6, 6 Pro, Pixel 4 3 2 XL USB C Plug ...",0.03,0.9,0.005,0.015,0.05
United Colors of Benetton Men's Slim Fit Shirt,0.08,0.02,0.75,0.1,0.05
Behringer ULTRA-DI DI20 Professional Active 2-Channel DI-Box/Splitter,0.002,0.95,0.008,0.01,0.03
Thrifty Tech ABS Plastic Square Junction Box 4x4x2 (LxBxH) Inches Unbreakable for Dahua Hikvision CP Plus Qubo Imou Camera...,0.01,0.85,0.02,0.02,0.1
"Ambrane 10000mAh Magnetic Wireless Power Bank for iPhone 12 & Above, 22.5W Wired + 15W Wireless Charging, Mobile Stand, Ty...",0.003,0.95,0.002,0.005,0.04
Silk Zone Women's Pure Cotton Kalamkari Digital Print Multicolor Saree (SZKLD-MOR-276),0.1,0.02,0.03,0.05,0.8
Puma Unisex-Adult Bari Z Slip-on Shoes Sneaker,0.2,0.2,0.3,0.1,0.2
Silica Gel Desiccant Damp Moisture Absorber for Artificial Jewelry Watch Handbags Cameras Shoes & Wardrobe - 1 gm (40 Pcs),0.1,0.7,0.1,0.05,0.05
"ehuntz Avengers/Captain America, Hulk, Iron Man 5D Embossed Waterproof Polyester School Bag, eh1276 (Multicolour, 6 to 10 ...",0.01,0.05,0.8,0.04,0.1
AVSAR 18k (750) Yellow Gold and Diamond Stud Earrings for Women,0.1,0.7,0.05,0.05,0.1
Candere by Kalyan Jewellers 22KT Yellow Gold Ring for Men,0.05,0.03,0.03,0.04,0.85
Opticalskart ᵀᴹ Sunglasses Combo with Jockey Women's Cotton Boy Leg (Pack of 4) (Colors May Vary),0.8,0.1,0.05,0.02,0.03
PC Jeweller .925 Sterling Silver and Solitaire Ring for Women,0.05,0.02,0.01,0.02,0.9
Topinon Refrigerator Cover Sea Cotton Cloth Anti-dust Cover Fridge Towel dust Cover Freezer Refrigerator Desktop Sundries ...,0.03,0.1,0.02,0.05,0.8
Tropwear Handicrafts Women's Ikat Hand Block Print Jaipuri Cotton Mulmul Saree with Blouse Piece,0.02,0.01,0.01,0.01,0.95
MUFTI Mens Checkered Slim Fit Shirts,0.05,0.03,0.02,0.1,0.8
GOLDLINE Leather Sling Messenger Hand Bag for Men and Women/Multipurpose High-Capacity Messenger Bag (Black),0.25,0.1,0.05,0.15,0.45
"CILICAnT White Silica Gel Beads for Moisture Control, Rechargeable Non- Indicating Desiccant Dehumidifier (Beads Size: 2-4...",0.1,0.05,0.02,0.03,0.8
Indigo Women's Rayon Regular Fit Night Suit,0.15,0.1,0.05,0.7,0
chmy Protective Silicone Remote Case for Sony RMT-TX102U RMF-TX200U RMT-TX200U RMF-TX300U Smart Android TV Voice Remote Co...,0.02,0.9,0.01,0.02,0.05
GoSriKi Women's Cotton Blend Straight Printed Kurta and Palazzos & Dupatta (Client Nw-GO),0.05,0.03,0.02,0.7,0.2
Clarks Boy's Rocco Surf Grey Combi Lea Leather Floaters-9 UK/India (27EU) (91261316777090),0.2,0.2,0.1,0.2,0.3
BELLISSA Women's Checked Printed Artificial Leather Satchel Bag | Ladies Purse Handbag Smart Bag | Girl's Office & College...,0.1,0.3,0.1,0.3,0.2
Sarah Leather Cuff Double Wide Bracelet Fashionable Adjustable Wristband with Skull Bracelet for Boys,0.1,0.6,0.1,0.1,0.1
The Cotton Company Men's Luxury Polo Tshirts- Blue,0.02,0.05,0.01,0.02,0.9
Classy Vouge Men's Premium Cotton Casual Half Sleeve Shirt | White | M | S-19 M,0.15,0.05,0.05,0.1,0.65
"Shree Shyam Gems and Jewellery Stone and Rudraksha Gomti Chakra Tree with Rudraksha Beads, Standard, Multicolour, Tree wit...",0.7,0.1,0.05,0.05,0.1
